X,Y,gid,Name,description,altitudeMode,Status,OneWayRoad,Direction,CityCouncil,PostedSpeedLimit_MPH,Shape.len,ParentPathLength_Miles,ProjectName,MaintainedBy,PhysicalJurisdiction,PathType,ParentTerminiDesc,ParentPathName,FiftyMileLoop,SurfaceMaterial,ProjectTermini,Path_Width_ft,Field_1
-106.488815526825,35.1504954477812,76,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,N/S,8,30,2615.787356,0.49,IMPERATA EXTENSION SOUTH OF ACADEMY ROAD,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Calle del Oso Loops N to Gloden Aster,Imperata,<Null>,Asphalt,Imperata from Academy to Spain,5.5,BikeLane - A portion of the street with a designated lane for bicycles.
-106.603643177464,35.1890476524191,77,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",4,<Null>,3211.242665,0.6,North Diversion Channel Trail Phase 2,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Balloon Fiesta Park to UNM,North Diversion Channel Trail,Y,Asphalt,"North Diversion Channel, S/O Alameda Blvd., North To Balloon Fiesta Park",12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.717367813599,35.0464635396221,78,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",3,<Null>,130.609688,0.02,Amole Del Norte Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Sage to Blake,Amole del Norte Trail,<Null>,Asphalt,Amole Del Norte Channel b/t Sage Rd. and Blake Rd. SW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.708550728362,35.2142319354377,80,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,E/W,5,35,1230.91924,0.23,Paradise Skies Subdivision Unit 3,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Universe to Coors By-Pass,McMahon,<Null>,Asphalt,McMahon from Milky Way to Rockcliff,6,BikeLane - A portion of the street with a designated lane for bicycles.
-106.680000375615,35.0853154877367,81,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,"N/W,S/E",3,30,1412.765119,0.26,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Central to Bridge,Sunset,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.539242171076,35.0825102290135,82,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,N/S,6,25,2085.472673,0.39,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,BikeRoute,from I-40 Trail to Copper,Los Altos Golf Course,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.604442842429,35.1603662854768,83,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,N/S,4,<Null>,161.951337,0.03,<Null>,AMAFCA,CITY OF ALBUQUERQUE,Crossing,@ South Pino Arroyo and NDC junction,South Pino Arroyo Crossing,<Null>,Gravel,<Null>,<Null>,Crossing- Bicycle or pedestrian under/over crossings.
-106.685235031321,35.0900681726156,94,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",1,<Null>,493.261327,0.09,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"natural surface, official",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.681288070424,35.1428608825284,85,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",99,<Null>,1568.710391,0.29,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Bosque Trails,<Null>,Natural Surface,Graham Property,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.683600820402,35.0889281536577,95,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,224.110923,0.04,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"natural surface, official",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.686798011591,35.0912796362311,96,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",1,<Null>,3479.3727,0.65,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"bycc trail; heavy foot/bike traffic",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.672690353075,35.1607652862184,87,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,726.063281,0.13,<Null>,CABQ_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"road  into pole planting area; fizzles out.",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.644366780104,35.1912410828171,88,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,141.213338,0.02,<Null>,CABQ_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"narrow; moderate use",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.683572148748,35.0917345089486,89,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,2,<Null>,462.269801,0.08,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"added official connection 02-22-2013, closed others",YCC Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.662294872653,35.0704704673912,91,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,3,<Null>,428.872944,0.08,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,access road.  covered by mulch in one big spot,Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.666742171032,35.0725534796778,92,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",3,<Null>,349.663234,0.06,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,access road,Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.684633384779,35.0895273609144,93,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",1,<Null>,255.094194,0.04,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"natural surface, official",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.666655465125,35.1642570540565,98,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,378.852283,0.07,<Null>,CABQ_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"official, need to complete",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.667146899503,35.0392507621419,99,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,7744.119184,1.46,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"heaviest use to south; pulled flags; joins access rd.",YCC Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.606584163884,35.0583455305318,100,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,E/W,6,45,5303.513084,1,Gibson Rehab from Mulberry to Carlisle,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from I-25 to Jackson,Gibson,<Null>,Asphalt,From Mulberry to Carlisle,6,BikeLane - A portion of the street with a designated lane for bicycles.
-106.630165501973,35.0797780415282,101,BikeBlvd - A shared roadway optimized by bicycle traffic.,,clampToGround,Existing,<Null>,E/W,2,18,3095.387512,0.58,BIKE BLVD  Phase 1,CABQ_SM,CITY OF ALBUQUERQUE,BikeBlvd,from Oak to Jackson,Silver,<Null>,Asphalt,Silver from San Mateo to Cedar,<Null>,BikeBlvd - A shared roadway optimized by bicycle traffic.
-106.606935799491,35.1316839580972,102,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,"N/E,S/W",4,<Null>,646.76687,0.12,PDN / NORTH DIVERSON CHANNEL TRAIL - PHASE II,CABQ_PM,CITY OF ALBUQUERQUE,Crossing,from Balloon Fiesta Park to UNM,North Diversion Channel Trail,<Null>,Concrete,North of I-25 to Hahn Arroyo,10,Crossing- Bicycle or pedestrian under/over crossings.
-106.349279655436,35.1538888603026,132,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,1917.155364,0.36,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.381948989684,35.0913557655931,104,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,2280.709852,0.43,<Null>,Tijeras,VILLAGE OF TIJERAS,Unpaved Multiple Use Trail,<Null>,N. Hwy. 14,<Null>,Natural Surface,<Null>,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.471225605278,35.3330939428184,121,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,1367.8165,0.25,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.691550848861,35.1072254888084,108,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,587.913963,0.11,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"heavy foot & bike, some horse traffic",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.692661620009,35.1008336587345,109,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1192.527454,0.22,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,<Null>,Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.681604181778,35.0891092638902,111,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,301.961554,0.05,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"official, signed access",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.681604181778,35.0891092638902,113,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,301.961554,0.05,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"official, signed access",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.678309416426,35.0123897504648,114,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,295.710346,0.05,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"very lightly used; low-hanging branches obstructing trail",Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.714962680587,35.1488072860257,116,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,N/S,1,40,2866.782539,0.54,UNSER BOULEVARD IMPROVEMENTS,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Ciruela to Los Volcanes,Unser,<Null>,Asphalt,DELLYNE TO MONTANO,5,BikeLane - A portion of the street with a designated lane for bicycles.
-106.327534579913,35.2624450482678,117,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,9129.111215,1.72,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,completed,East Mountains,<Null>,Natural Surface,Golden,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.347616543396,35.1262406319117,118,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,5742.972046,1.08,Eagle Ridge,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,"existing trail; 06-15-06",Eagle Ridge,<Null>,Natural Surface,John A. Milne/Gutierrez Canyon,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.360476157811,35.1349867736209,119,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,8567.166137,1.62,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,arroyo loop,Bodour Trails,<Null>,Natural Surface,John A. Milne/Gutierrez Canyon,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.469847688812,35.3321000095775,124,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,380.924089,0.07,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.466898361801,35.3386357010166,126,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,3103.119227,0.58,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.463116946545,35.3377346152583,127,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",99,<Null>,1169.731493,0.22,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.461675424046,35.3353673267319,128,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,1222.742079,0.23,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.461256083516,35.3394878182335,129,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,717.715972,0.13,<Null>,BERNCO_OS,Sandoval County,Unpaved Multiple Use Trail,<Null>,La Madera Trails,<Null>,Natural Surface,Placitas,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.346778552926,35.1511452431987,131,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,1439.898438,0.27,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.342277918036,35.1501150816782,134,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",99,<Null>,1415.503934,0.26,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.344404834492,35.1486381354286,135,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,104.931653,0.01,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.345675293261,35.148306297446,136,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,521.205721,0.09,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.34439118608,35.1485436277244,137,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",99,<Null>,122.985588,0.02,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.346702630086,35.1493189381114,139,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,222.67138,0.04,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.346534734668,35.1492458984838,140,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,115.361387,0.02,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.346355148136,35.1489047201786,141,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,170.98528,0.03,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.344563333205,35.1485358688737,142,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,82.155007,0.01,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.345376007835,35.1524694565904,143,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,455.563109,0.08,<Null>,BERNCO_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,Sierra Vista Trails,<Null>,Natural Surface,San Antonito,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
